id,Ability,Potential,Positions,Caps / Goals,Foot,Height,Weight,Aerial Reach,Command of Area,Communication,Eccentricity,First Touch,Handling,Kicking,One on Ones,Passing,Punching (Tendency),Reflexes,Rushing Out (Tendency),Throwing,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off the Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Corners,Crossing,Dribbling,Finishing,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Penalty Taking,Tackling,Technique,BMI,value_increased
37088.25753533405,28.54518190161226,71.0,1,2,1,0.42182190241537887,0.29270654368574783,54.0,65.0,51.0,39.0,70.0,55.0,61.0,55.0,51.468374174007074,45.0,60.0,43.0,46.0,44.02108388399529,35.489458058002356,38.234187087003534,42.74472902900118,40.97891611600471,72.25527097099882,49.702561261010615,59.21310320300825,47.74472902900118,40.489458058002356,45.0,53.234187087003534,72.25527097099882,55.489458058002356,58.234187087003534,65.0,39.510541941997644,32.25527097099882,58.531625825992926,60.0,38.7236451450059,35.97891611600471,48.234187087003534,38.7236451450059,69.51054194199764,37.25527097099882,42.74472902900118,32.25527097099882,47.74472902900118,17.744729029001178,29.510541941997644,36.95783223200943,37.25527097099882,58.7236451450059,0.3077391899544111,True
62869.8190557099,47.84921118850733,51.4,34,2,1,0.6884413125258293,0.5303289710181189,63.08201864751222,45.383596270497556,45.57539440574634,29.027760840224335,29.589906762438893,62.31482610651711,41.15078881149267,53.84921118850733,25.95899067624389,69.62965221303422,64.61640372950245,31.91798135248778,46.34258694674145,54.041009323756114,51.91798135248778,63.49211188507333,41.91798135248778,56.16403729502444,61.16403729502444,52.87697202873167,13.630916086195004,14.589906762438893,22.671925409951115,55.20504661878056,39.041009323756114,36.91798135248778,36.91798135248778,57.87697202873167,70.20504661878056,39.041009323756114,52.12302797126833,53.83596270497556,53.83596270497556,19.794953381219447,30.95899067624389,35.808201864751226,36.10977948773656,44.94574219271212,39.94574219271212,26.91798135248778,49.49337575823411,44.547633565522,31.821450348282998,48.73943170077078,20.753944057463336,47.47886340154155,30.753944057463336,0.3601482807170789,True
31331.85823361732,40.47763105352256,62.6,27,2,0,0.3065451822319262,0.1821702490946226,54.0,65.0,51.0,39.0,55.0,55.0,61.0,55.0,50.0,45.0,60.0,43.0,46.0,40.21463585916119,50.86759704225799,43.694077633806394,54.34703881690319,40.0,47.1735194084516,57.8264805915484,55.65296118309681,34.34703881690319,40.0,42.1735194084516,55.0,46.958883549290405,57.1735194084516,61.5205582253548,57.8264805915484,38.4794417746452,45.86759704225799,55.65296118309681,55.65296118309681,43.4794417746452,34.34703881690319,49.34703881690319,40.0,52.8264805915484,26.305922366193606,49.34703881690319,51.5205582253548,40.0,27.388155267612788,35.21463585916119,21.520558225354797,42.38815526761279,55.65296118309681,0.2563584642120269,True
45639.327883208265,38.78221749214819,71.9822174921482,11,2,1,0.625413044771131,0.4803172913862448,56.0,63.0,53.0,42.0,36.95554373037047,59.0,58.0,54.0,31.955543730370472,47.0,64.0,52.0,51.0,51.73326238222283,52.17782507851811,46.95554373037047,35.866631191111416,47.82217492148189,71.95554373037047,25.64434984296377,31.088912539259056,16.088912539259056,25.866631191111416,58.26673761777717,36.95554373037047,28.044456269629528,41.95554373037047,58.911087460740944,58.911087460740944,41.95554373037047,53.911087460740944,68.91108746074094,55.866631191111416,30.866631191111416,32.82217492148189,23.044456269629528,24.133368808888584,18.911087460740944,13.911087460740942,16.088912539259056,64.13336880888859,11.955543730370472,27.177825078518115,62.17782507851811,18.044456269629528,56.95554373037047,23.688806112593298,0.3588019502512865,True
70907.36671985635,44.31319395336384,63.8,28,2,1,0.47877581216282394,0.42300511572283955,57.0,51.0,50.0,41.0,70.0,54.0,49.0,56.0,67.42170151165904,47.0,63.0,42.0,58.0,47.57829848834096,52.26510453497712,40.156596976681925,43.04808941838672,40.31319395336384,40.31319395336384,55.0,50.156596976681925,52.57829848834096,42.57829848834096,50.0,35.0,63.04808941838672,57.57829848834096,67.42170151165904,59.68680604663616,35.46979093004577,50.31319395336384,52.108507558295194,67.42170151165904,42.891492441704806,40.46979093004577,40.31319395336384,40.31319395336384,45.156596976681925,42.73489546502288,40.31319395336384,42.891492441704806,40.626387906727686,15.156596976681922,37.57829848834096,15.0,62.42170151165904,60.31319395336384,0.41800849987100774,True
16336.158871766831,39.873075791545936,76.4,41,2,1,0.5606097840977133,0.4593101253297295,61.0,56.0,53.0,41.0,55.0,62.0,58.0,52.0,62.136218420189195,49.0,67.0,63.0,49.0,43.59134473943242,42.182689478864845,35.72756315962162,51.455126319243234,34.31890789905404,50.72756315962162,79.31890789905404,42.136218420189195,19.272436840378383,45.68109210094596,37.863781579810805,45.72756315962162,52.136218420189195,57.136218420189195,57.136218420189195,57.863781579810805,45.72756315962162,51.40865526056758,72.1362184201892,54.27243684037838,48.59134473943242,35.0,37.863781579810805,43.59134473943242,65.72756315962161,50.72756315962162,40.72756315962162,42.182689478864845,40.0,23.54487368075677,35.72756315962162,26.45512631924323,36.40865526056758,54.27243684037838,0.39426453270086664,True
53479.45428113905,57.67858553508444,54.8209262266899,0,2,0,0.4137884373433948,0.4080416441998186,61.0,49.0,49.0,49.0,74.0816729573841,58.0,50.0,56.0,69.42604559836506,55.0,67.0,56.0,54.0,49.885209119673014,64.77041823934603,35.573954401634936,69.77041823934603,54.885209119673014,59.77041823934603,45.344372640980964,68.73730031640314,20.803536162288914,59.31125471803807,35.573954401634936,60.0,64.42604559836506,50.0,60.114790880326986,69.42604559836506,74.42604559836506,45.344372640980964,54.885209119673014,60.114790880326986,59.77041823934603,50.114790880326986,58.85209119673012,54.196463837711086,73.85209119673013,49.31125471803807,49.31125471803807,30.803536162288914,54.196463837711086,24.770418239346025,20.9183270426159,54.0816729573841,25.9183270426159,59.655627359019036,0.47454095825709347,True
32150.269440365122,35.0,64.86439600804185,17,2,0,0.4871794871794872,0.3207430472361023,54.0,65.0,51.0,39.0,45.18653492963384,55.0,61.0,55.0,51.50851496984307,45.0,60.0,43.0,46.0,64.33900997989538,41.50851496984307,40.66099002010462,32.16950498994769,37.16950498994769,70.0,69.33900997989538,25.0,49.33900997989538,26.50851496984307,35.0,32.16950498994769,34.525544909529216,57.83049501005231,51.32198004020924,51.98297006031386,45.66099002010462,43.49148503015693,67.8304950100523,51.32198004020924,46.98297006031386,46.32198004020924,27.16950498994769,41.98297006031386,15.66099002010462,19.33900997989538,24.33900997989538,41.32198004020924,15.847524949738451,17.83049501005231,35.0,9.33900997989538,62.16950498994769,40.0,0.2825678475416338,True
62670.93788097603,48.109640487591406,51.4,34,2,1,0.6951189868613182,0.5396300174139788,63.516067479319005,45.2967865041362,45.4451797562043,28.116258293430082,27.41966260340496,62.92249447104661,40.890359512408594,54.109640487591406,25.741966260340497,70.84498894209322,64.7032134958638,31.48393252068099,46.0387527644767,54.2580337396595,51.483932520680995,66.09640487591405,41.483932520680995,57.03213495863802,62.03213495863802,52.225898781021485,11.677696343064461,12.419662603404959,20.935730082723968,56.29016869829752,39.2580337396595,36.483932520680995,36.483932520680995,57.225898781021485,71.29016869829752,39.2580337396595,52.774101218978515,52.96786504136198,52.96786504136198,18.70983130170248,30.741966260340497,35.8516067479319,35.63232577274909,43.60019081411107,38.60019081411107,26.48393252068099,48.92911227688529,45.32892146277422,32.99338219416132,49.477314714842315,19.451797562042977,48.95462942968463,29.451797562042977,0.36559638230856534,True
46123.69810726301,38.11595858698348,71.31595858698348,11,2,1,0.6168712639356861,0.4565223304875051,56.0,63.0,53.0,42.0,35.289896467458696,59.0,58.0,54.0,30.289896467458696,47.0,64.0,52.0,51.0,41.73937880475217,58.84041413016522,45.289896467458696,30.869689402376085,41.15958586983478,70.28989646745869,12.31917173966956,34.42020706508261,19.42020706508261,20.869689402376085,68.26062119524784,35.289896467458696,29.710103532541304,40.289896467458696,55.57979293491739,55.57979293491739,40.289896467458696,50.57979293491739,65.57979293491739,50.86968940237608,25.869689402376085,26.159585869834782,24.710103532541304,29.130310597623915,15.579792934917391,10.579792934917391,19.42020706508261,69.13031059762392,10.289896467458695,33.84041413016522,68.84041413016521,19.710103532541304,55.289896467458696,12.029275272210866,0.33691096891524547,True
11938.002587408779,46.90817199199454,76.4,31,2,1,0.39250834752132907,0.30000824853958863,61.0,56.0,53.0,41.0,53.30782555333182,62.0,58.0,52.0,43.384348893336366,49.0,67.0,63.0,49.0,39.92347665999545,41.615651106663634,41.615651106663634,50.0,40.07652334000455,38.30782555333182,26.921744466681822,66.69217444666818,11.615651106663636,71.69217444666818,20.15304668000909,48.23130221332727,45.0,53.23130221332727,71.53912776665909,60.0,41.46260442665454,38.154778873322726,54.92347665999545,64.92347665999546,49.92347665999545,34.84695331999091,31.76869778667273,45.0,56.69217444666818,58.154778873322726,45.07652334000455,31.53912776665909,43.384348893336366,15.076523340004545,20.15304668000909,43.154778873322726,16.615651106663634,61.69217444666818,0.3417615337745651,True
10781.645575211862,28.457856681480344,76.4,9,2,1,0.34124176060779365,0.12194072102797125,61.0,56.0,53.0,41.0,51.86918380529133,62.0,58.0,52.0,49.065408097354336,49.0,67.0,63.0,49.0,29.065408097354336,34.065408097354336,33.13081619470867,51.86918380529133,48.13081619470867,40.60755141587399,60.0,62.52326477883468,10.607551415873992,74.06540809735434,37.19622429206301,40.60755141587399,45.0,40.0,56.86918380529133,57.19622429206301,26.215102831747984,20.607551415873992,49.67295951322832,52.19622429206301,39.065408097354336,15.934591902645664,42.19622429206301,40.32704048677168,56.26163238941734,41.542143318519656,51.26163238941734,20.607551415873992,48.13081619470867,25.934591902645664,35.32704048677168,20.0,9.065408097354336,59.39244858412601,0.1424454606890558,True
39503.64799456808,49.18211820955225,72.71340075159965,1,2,0,0.3663760041367825,0.3344788260370416,54.0962213871115,64.9037786128885,51.0962213871115,39.14433208066725,65.24055346777875,55.192442774223,60.85566791933275,54.95188930644425,59.5188930644425,45.0962213871115,60.192442774223,43.43299624200175,46.24055346777875,54.27833959666375,45.24055346777875,58.075572257770006,54.5188930644425,44.5188930644425,53.79723266110625,65.4811069355575,63.075572257770006,49.037786128885,54.037786128885,34.75944653222125,59.037786128885,60.4811069355575,64.75944653222125,59.037786128885,65.0,54.037786128885,44.5188930644425,73.31612572554874,59.75944653222125,59.27833959666375,39.27833959666375,48.79723266110625,53.31612572554875,57.83501878999125,48.79723266110625,53.79723266110625,39.5188930644425,58.31612572554875,10.481106935557499,15.962213871114997,53.075572257770006,25.72166040333625,65.24055346777875,0.4213342753856838,True
14077.2412536587,33.65627231548297,76.4,22,2,1,0.4282832537387081,0.30319595117525466,61.0,56.0,53.0,41.0,53.35931921129258,62.0,58.0,52.0,60.07795763387773,49.0,67.0,63.0,49.0,33.35931921129258,28.281361577414845,31.640680788707424,43.28136157741485,29.84408473224454,41.71863842258515,63.35931921129258,53.20340394353711,18.43727684517031,64.92204236612227,36.64068078870742,38.35931921129258,51.71863842258515,53.43727684517031,58.35931921129258,56.64068078870742,31.796596056462885,45.23387290163319,65.15591526775546,58.35931921129258,40.0,28.43727684517031,38.28136157741485,38.28136157741485,60.0,41.71863842258515,41.56272315482969,21.718638422585155,43.28136157741485,31.718638422585155,33.28136157741485,16.640680788707424,33.51523447904803,61.64068078870742,0.3100692943207719,True
45369.28537970358,41.97417768888848,72.44323188592608,16,2,0,0.6283706558404589,0.535560581481479,56.658059229629494,61.51936673333364,52.67097038518525,42.822574037036865,42.467722111110604,58.83548519259263,56.51936673333364,54.0,35.0,48.80966288148111,63.83548519259263,51.341940770370506,51.0,70.0,40.0,51.64514807407374,45.0,58.35485192592626,68.41940770370505,54.112870185184335,32.40316633333181,14.112870185184338,39.112870185184335,39.177425962963135,41.64514807407374,26.645148074073738,48.290296148147476,66.64514807407373,62.532277888889396,45.822574037036865,60.822574037036865,71.70970385185252,65.82257403703687,42.467722111110604,48.290296148147476,21.645148074073738,19.935444222221207,30.758018259258076,27.40316633333181,14.112870185184338,55.822574037036865,19.112870185184338,16.645148074073738,45.06455577777879,22.40316633333181,55.06455577777879,46.64514807407374,0.42657817963193956,True
65240.35711085405,45.343644796424826,51.4,24,2,1,0.47805984598196277,0.3020783236392771,60.0,46.0,44.0,40.0,54.35566600670346,50.0,45.0,51.0,59.57044400446897,54.0,64.0,41.0,50.0,26.07388998882757,50.42955599553103,55.85911199106206,31.288667986593083,55.0,54.785222002234484,55.64433399329654,34.785222002234484,50.0,54.14088800893794,55.0,65.21477799776551,40.214777997765516,55.214777997765516,64.57044400446897,59.57044400446897,55.64433399329654,56.28866798659308,51.073889988827574,60.0,40.42955599553103,50.42955599553103,34.14088800893794,53.926110011172426,49.35566600670346,25.0,29.57044400446897,36.073889988827574,40.0,40.64433399329654,65.0,20.214777997765516,55.64433399329654,54.785222002234484,0.26464218120027233,True
95633.35275285125,42.67377342383023,67.60053300678727,24,2,1,0.5641025641025648,0.5159153179989893,63.55481526835102,50.77807389265959,50.44385221468082,40.44385221468082,60.55481526835102,62.22192610734041,63.110963053670204,58.55614778531918,56.109630536702035,39.55481526835102,68.22192610734041,42.33288916101061,51.22325862430858,45.0,48.335554194946944,51.116293121542874,53.890369463297965,40.0,56.109630536702035,72.78073892659593,51.67110838989389,38.335554194946944,57.78073892659593,54.44518473164898,62.22592365824491,56.109630536702035,51.109630536702035,60.55481526835102,64.44518473164898,57.78073892659593,47.22592365824491,73.8970320481388,59.44518473164898,60.0,51.67110838989389,33.335554194946944,46.67110838989389,57.22592365824491,33.335554194946944,39.44518473164898,52.78073892659593,35.55481526835102,27.780738926595927,46.109630536702035,33.335554194946944,50.55481526835102,55.0,0.46467462055851716,True
42203.69080281446,52.45923320684403,71.09151438038025,11,2,0,0.813046612323291,0.7748197166213996,56.0,63.0,53.0,42.0,59.168051087452355,59.0,58.0,54.0,54.168051087452355,47.0,64.0,52.0,51.0,65.20798722813691,63.96006385931545,64.37603831558927,54.58402554372618,55.20798722813691,51.03993614068455,69.16805108745235,25.0,33.96006385931545,39.79201277186309,54.37603831558927,59.168051087452355,34.58402554372618,64.16805108745235,60.20798722813691,50.62396168441073,68.96006385931545,74.37603831558927,51.03993614068455,60.20798722813691,54.37603831558927,64.16805108745235,34.37603831558927,48.544089403041625,44.168051087452355,34.37603831558927,24.37603831558927,64.58402554372618,48.544089403041625,34.168051087452355,73.96006385931545,29.37603831558927,64.79201277186309,54.58402554372618,0.5344206403663591,True
38289.82306807464,42.27632076921451,71.06217217307326,13,2,0,0.30946359467445267,0.24138477106207734,54.0,65.0,51.0,39.0,55.34540096151814,55.0,61.0,55.0,55.17270048075907,45.0,60.0,43.0,46.0,55.0,54.65459903848186,50.34540096151814,45.34540096151814,49.82729951924093,55.0,31.208903365313482,36.03620288455441,54.82729951924093,55.0,49.48189855772279,60.0,55.17270048075907,69.82729951924094,64.82729951924094,45.690801923036275,55.0,45.0,60.51810144227721,60.0,45.51810144227721,44.82729951924093,40.34540096151814,59.82729951924093,45.51810144227721,25.863502403795344,21.208903365313482,44.82729951924093,35.863502403795344,34.136497596204656,48.79109663468652,26.036202884554413,53.96379711544559,55.34540096151814,0.3459800907279859,True
30324.913901509743,36.35045299960237,62.6,30,2,0,0.24479048725085772,0.17134228579002542,54.0,65.0,51.0,39.0,58.24773500198817,55.0,61.0,55.0,53.24773500198817,45.0,60.0,43.0,46.0,39.61480750894677,43.24773500198817,35.0,45.128397497017744,40.0,53.11933750497043,64.87160250298226,48.6329274930414,38.11933750497043,38.37613249900591,38.37613249900591,48.504529996023656,60.0,55.0,50.128397497017744,51.88066249502957,43.37613249900591,35.0,61.62386750099409,53.504529996023656,43.504529996023656,31.623867500994084,40.128397497017744,35.128397497017744,40.38519249105323,31.752264998011828,40.128397497017744,40.128397497017744,36.75226499801183,11.623867500994086,24.871602502982256,15.0,37.99094000795269,53.504529996023656,0.29823882349215725,True
73442.52980023446,45.72138996756382,63.676285199567516,29,2,1,0.4358974358974361,0.20863933323036127,51.4328339805383,53.474296008649645,51.855722006487234,33.577111974051064,64.27861003243618,58.94859201729929,51.474296008649645,58.474296008649645,58.55722006487235,50.09287001081206,62.38142599783759,40.76285199567518,58.61857400216241,57.628519956751774,49.27861003243618,50.46435005406029,41.18574002162411,41.90712998918794,56.18574002162411,78.09287001081206,70.0,48.55722006487235,47.628519956751774,40.46435005406029,38.81425997837589,54.27861003243618,40.72138996756382,75.0,61.90712998918794,31.442779935127653,33.81425997837589,63.09287001081206,71.90712998918794,30.721389967563827,23.814259978375887,33.09287001081206,38.81425997837589,61.90712998918794,55.0,47.371480043248226,28.814259978375887,51.18574002162411,28.092870010812057,53.55722006487235,23.814259978375887,46.6500900756844,68.09287001081206,0.17825347960050814,True
52027.550058884626,40.67762300024706,58.6,8,2,0,0.4135736324891908,0.23041959524397748,61.0,49.0,49.0,49.0,59.35314166460785,58.0,50.0,56.0,47.74125666584314,55.0,67.0,56.0,54.0,63.38811500123529,30.16434500370587,33.38811500123529,28.388115001235292,18.388115001235292,58.38811500123529,57.90560166954901,58.223769997529416,43.7062833292157,49.35314166460785,31.2937166707843,35.0,39.35314166460785,28.388115001235292,66.12937166707843,63.87062833292157,35.0,31.77623000247058,62.25874333415686,66.12937166707843,45.48251333168628,23.388115001235292,30.48251333168628,48.7062833292157,47.57691166213727,37.74125666584314,12.74125666584314,39.03497333662744,27.74125666584314,24.35314166460785,34.51748666831372,30.0,40.64685833539215,58.223769997529416,0.22884518087294042,True
75117.51797882785,8.268527183877808,63.6,11,2,0,0.4358974358974361,0.19067516603913404,48.0,55.0,53.0,29.0,63.991643026356364,62.0,53.0,60.0,57.01671394728727,52.0,62.0,40.0,59.0,37.058498815505445,18.025070920930908,20.041784868218176,29.033427894574544,16.050141841861812,26.09192671007999,70.0,36.97492907906909,48.02507092093091,53.949858158138184,26.050141841861812,36.008356973643636,38.02507092093091,55.0,66.00835697364363,58.991643026356364,18.025070920930908,36.008356973643636,71.00835697364363,63.991643026356364,35.04178486821817,20.041784868218176,30.966572105425456,49.95821513178183,56.93314421085091,22.983286052712728,27.016713947287272,28.025070920930908,19.033427894574544,17.016713947287272,21.050141841861812,11.050141841861812,38.06685578914909,38.991643026356364,0.15362152835904,True
32785.907860809435,55.04264368522202,63.114322837352695,4,2,0,0.6435880778110974,0.5285683349825137,54.0,65.0,51.0,39.0,51.78548226654567,55.0,61.0,55.0,62.42838581323654,45.0,60.0,43.0,46.0,33.85742128014519,43.714192906618266,53.714192906618266,51.78548226654567,48.071289359927405,65.64290354669086,43.21451773345433,64.21386807978222,18.85742128014519,50.49967517316394,56.78548226654567,56.14257871985481,54.213868079782216,55.64290354669087,60.0,69.35709645330914,45.64290354669087,54.35709645330913,35.143228373526924,60.0,60.0,37.57161418676346,42.42838581323654,55.0,59.213868079782216,45.49967517316394,50.49967517316394,58.714192906618266,52.92806098640048,28.71419290661827,43.714192906618266,26.785482266545674,60.0,61.78548226654567,0.3997717331062792,True
57382.50937077672,36.51436527005094,47.26602280121066,20,3,1,0.7114676268735162,0.5297224397342921,60.0,48.0,47.0,43.0,41.26381275966436,54.0,47.0,53.0,31.263812759664365,56.0,65.0,51.0,51.0,51.252762551932875,50.0,43.75828765579862,40.01105020773149,36.26381275966436,57.49447489613426,31.274862967395855,35.02210041546299,23.75828765579862,31.274862967395855,49.98894979226851,35.01105020773149,23.7803880712616,32.51657531159724,67.50552510386575,60.0,40.01105020773149,57.50552510386574,71.24171234420137,62.50552510386574,51.252762551932875,33.76933786353011,18.75828765579862,12.516575311597236,17.52762551932873,20.033150623194473,13.76933786353011,47.50552510386574,21.274862967395855,10.011050207731492,52.48342468840276,18.7803880712616,44.98894979226851,22.52762551932873,0.33951267472783075,True
45277.39373973604,41.20788093851761,71.45663047508141,9,2,0,0.46732857206841827,0.3072625289718222,56.0,63.0,53.0,42.0,44.62364281555284,59.0,58.0,54.0,36.41576187703522,47.0,64.0,52.0,51.0,44.81182140777642,51.98029765370597,48.20788093851761,33.20788093851761,38.39605953074119,61.98029765370597,29.24728563110568,51.039404692588064,24.81182140777642,31.227583284811647,55.56453577667074,36.60394046925881,36.41576187703522,38.39605953074119,59.81182140777642,61.41576187703522,44.81182140777642,45.18817859222358,66.6039404692588,54.81182140777642,29.81182140777642,28.20788093851761,31.415761877035226,34.81182140777642,32.643345161846874,24.43546422332926,28.019702346294032,57.16847624592955,24.43546422332926,33.39605953074119,55.56453577667074,28.019702346294032,46.98029765370597,29.24728563110568,0.27003604009971705,True
42708.37231125512,40.862149975220085,71.52414333168134,19,2,0,0.3246664963195195,0.16994881011380744,56.0,63.0,53.0,42.0,67.37928334159331,59.0,58.0,54.0,50.0,47.0,64.0,52.0,51.0,47.862149975220085,42.137850024779915,38.34501660884686,42.37928334159331,35.0,37.862149975220085,72.37928334159331,56.44859990088034,32.62071665840669,45.48286663362678,27.379283341593304,40.0,59.51713336637322,46.89641670796652,55.72429995044017,70.24143331681339,45.48286663362678,35.0,55.72429995044017,60.24143331681339,42.37928334159331,30.24143331681339,35.48286663362678,33.10358329203348,43.827883242473646,40.72429995044017,37.862149975220085,30.0,40.72429995044017,25.24143331681339,29.75856668318661,30.72429995044017,34.75856668318661,70.0,0.21751826800146554,True
38081.45669365255,43.62786548597316,71.36626973434396,37,2,0,0.4610918992632507,0.35229801938698446,54.0,65.0,51.0,39.0,65.0,55.0,61.0,55.0,40.08707964366614,45.0,60.0,43.0,46.0,31.104495572399365,45.0,20.174159287332273,35.08707964366614,37.03483185746646,55.0,65.0,57.03483185746646,18.13932742986582,62.96516814253354,27.034831857466454,36.104495572399365,40.08707964366614,41.104495572399365,63.98258407126677,65.0,35.08707964366614,33.052247786199686,75.0,63.98258407126677,36.104495572399365,40.0,34.06966371493291,19.156743358599044,63.98258407126677,61.947752213800314,35.08707964366614,43.98258407126677,28.13932742986582,6.017415928733227,18.98258407126677,23.13932742986582,21.01741592873323,57.03483185746646,0.3508588579180239,True
37560.00472970444,31.832951391110644,71.0,35,2,1,0.4747655084140546,0.3225610591534374,54.0,65.0,51.0,39.0,66.21036292962968,55.0,61.0,55.0,35.0,45.0,60.0,43.0,46.0,32.26217757777811,41.36891121111094,14.84145171851874,32.42072585925937,33.78963707037032,59.84145171851874,55.31709656296252,51.36891121111094,18.472540507407796,57.73782242222189,29.84145171851874,33.63108878888906,44.68290343703748,38.63108878888906,61.36891121111094,65.0,33.63108878888906,31.210362929629685,75.0,63.78963707037032,28.789637070370315,36.36891121111094,32.42072585925937,13.631088788889056,67.42072585925936,58.94818535185157,32.42072585925937,42.57927414074063,26.051814648148426,7.42072585925937,23.631088788889056,15.0,24.84145171851874,52.57927414074063,0.29618284294398833,True
35435.49115312042,52.0,74.49742902954348,8,2,0,0.7142074382483768,0.6295730969359965,54.0,65.0,51.0,39.0,53.015025025468525,55.0,61.0,55.0,50.0,45.0,60.0,43.0,46.0,45.075125127342616,43.015025025468525,60.95492492359443,49.04507507640557,46.984974974531475,43.015025025468525,61.03005005093705,38.015025025468525,41.105175178279666,46.03005005093705,44.12020020374818,59.04507507640557,43.09015015281114,59.04507507640557,70.95492492359443,50.95492492359443,50.0,70.15025025468523,58.09015015281114,65.95492492359443,62.06010010187409,52.06010010187409,27.93989989812591,40.0,58.96994994906295,43.96994994906295,35.0,51.105175178279666,31.984974974531475,49.04507507640557,37.06010010187409,30.075125127342616,46.105175178279666,53.015025025468525,0.4552922251316399,True
66565.40223076148,42.53672138789505,51.4,45,2,1,0.5617267763481804,0.357142857142857,55.0,46.81468855515802,47.72203283273703,45.44406566547406,63.977378042635635,49.980787053369106,45.44406566547406,48.62937711031604,32.31639306052475,48.20452439147287,63.18531144484198,39.0734427757901,50.88813133094812,48.1468855515802,59.0734427757901,18.706228896839605,48.61016416368515,40.46327861210495,46.8531144484198,60.830492491055445,46.75704971526534,53.1468855515802,50.830492491055445,36.38983583631485,35.0,43.61016416368515,43.61016416368515,68.61016416368514,52.31639306052475,35.0,40.9265572242099,70.46327861210494,69.0734427757901,37.2203283273703,33.61016416368515,35.27796716726297,44.62937711031604,68.33219699642217,62.77626266189624,34.0734427757901,58.70281988610614,31.38983583631485,10.741245779367922,35.27796716726297,41.293771103160395,21.945770170840795,51.75704971526534,0.260911759690138,True
27650.87443971601,51.21518754288104,61.46493687199833,9,2,0,0.5079681891575397,0.40926763387752246,54.81075937714405,66.6215187542881,52.621518754288104,33.324684359991636,65.0,55.0,61.0,55.81075937714405,43.78481245711896,42.567721868567844,60.0,44.621518754288104,43.567721868567844,45.67721868567844,58.10759377144052,30.94620311427974,51.21518754288104,35.94620311427974,45.67721868567844,70.94620311427974,69.59176574292286,34.7310155713987,55.2689844286013,30.94620311427974,47.16139065716078,47.83860934283922,50.94620311427974,72.43037508576208,67.43037508576208,60.2689844286013,43.10759377144052,48.78481245711896,68.37657820004182,42.16139065716078,26.89240622855948,25.94620311427974,57.43037508576208,58.64556262864312,53.37657820004182,25.94620311427974,30.0,38.10759377144052,10.94620311427974,22.83860934283922,43.37657820004182,32.56962491423792,56.21518754288104,0.38073200734401286,True
88111.38255017812,52.0614609354956,64.92923593763363,10,2,0,0.5810652544113348,0.6446151692652654,61.279983202690715,41.9846347661261,48.264617968816815,35.20614609354956,60.66154492204203,62.20614609354956,57.867691015591596,50.720016797309285,42.64617968816813,43.45539882849247,67.80921914032434,50.735382031183185,40.64617968816813,58.676910155915934,68.0153652338739,59.33845507795797,47.64617968816813,45.66154492204203,43.307724610210165,63.0153652338739,64.70764062366374,28.307724610210165,62.35382031183187,29.63081445429423,46.323089844084066,40.66154492204203,51.323089844084066,64.33845507795796,68.67691015591593,60.0,55.0,61.9846347661261,68.0153652338739,52.35382031183187,60.0,44.33845507795797,48.0153652338739,56.692275389789835,58.38455077957967,41.692275389789835,51.9846347661261,59.33845507795797,46.0307304677478,29.63081445429423,57.35382031183187,29.63081445429423,59.33845507795797,0.6153318672813328,True
65345.48577380015,44.64341307655254,51.4,25,2,1,0.4654569991587634,0.28935292779028005,59.74529505468039,45.949059010936075,44.050940989063925,40.0,52.452950546803876,49.490590109360774,44.74529505468039,50.694354065616466,59.74529505468039,54.305645934383534,64.05094098906392,40.439649120296856,49.490590109360774,25.254704945319613,50.0,55.0,30.254704945319613,54.490590109360774,55.509409890639226,53.21706538276271,33.981180218721555,49.235885164041164,52.70765549212349,54.74529505468039,63.47177032808233,39.490590109360774,53.72647527340194,64.49059010936078,60.764114835958836,53.981180218721555,54.74529505468039,51.27352472659806,60.0,38.47177032808233,48.47177032808233,35.15282296719177,54.28682615310509,50.10188197812784,25.81505582502276,29.745295054680387,35.560350879703144,40.25470494531961,38.879298240593705,63.624593295274096,19.235885164041164,54.28682615310509,53.21706538276271,0.2607349105251978,True
66632.47451545483,39.62076616733933,51.4,32,2,1,0.28683209578168944,0.1962269603494919,55.0,47.0,48.0,46.0,56.48306466935733,51.0,46.0,49.0,43.51693533064267,47.0,63.0,40.0,52.0,63.51693533064267,53.241532334678666,35.275402995963994,46.62076616733933,43.37923383266067,58.51693533064267,71.75846766532133,33.10383083669667,55.0,44.862298502018,31.620766167339333,41.758467665321334,45.0,45.0,73.37923383266066,63.51693533064267,28.241532334678666,29.862298502018003,63.241532334678666,66.62076616733934,50.137701497982,24.862298502018003,28.241532334678666,34.862298502018,49.724597004036006,24.44919400807201,14.724597004036005,53.241532334678666,26.620766167339333,23.516935330642664,38.37923383266067,24.724597004036006,53.792338326606654,48.241532334678666,0.3014514647649179,True
